index,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,Movable_assets,Immovable_assets
2103,5,0,1,4100000,10100000,4,792,13500000,10500000
383,3,1,0,2300000,7400000,2,682,9700000,8900000
3454,5,0,0,1000000,3000000,4,896,3100000,3900000
370,4,1,0,2100000,7700000,4,767,8200000,2900000
2153,3,0,1,9700000,36000000,6,631,36000000,9000000
2086,3,1,0,8000000,20100000,10,608,31300000,25300000
4054,5,0,1,3800000,10100000,2,571,15900000,14000000
1105,4,1,1,8000000,19200000,18,682,24300000,11400000
1728,3,1,1,700000,1600000,18,303,2600000,1100000
1515,3,0,0,9700000,37800000,12,700,37700000,19500000
2880,0,0,1,5400000,12900000,16,355,25600000,14300000
1392,0,0,1,400000,900000,2,855,1700000,400000
141,4,1,0,3600000,7500000,6,894,10200000,7600000
3751,5,1,0,2700000,8700000,14,772,11300000,5000000
491,3,0,1,1000000,3500000,16,834,3700000,2500000
198,4,1,1,8500000,28900000,20,455,31900000,21000000
3176,4,1,1,3100000,8200000,18,408,13900000,6700000
1171,0,0,0,5300000,19500000,12,802,18400000,13100000
1226,4,1,0,6500000,24000000,16,373,22300000,10700000
4244,3,1,0,1800000,5600000,20,860,5200000,3600000
3281,3,0,1,4300000,16600000,10,571,18600000,9400000
3982,1,1,1,2300000,5500000,6,861,6400000,2800000
3462,0,0,0,6500000,20200000,16,842,23900000,20500000
195,3,0,0,9200000,27100000,12,306,37600000,17300000
874,2,0,0,5400000,12500000,4,622,17200000,17300000
2718,3,0,1,1400000,2700000,14,819,5300000,2700000
3674,3,0,1,5600000,12700000,12,395,28400000,17500000
1978,0,1,1,3900000,9600000,10,783,14800000,12000000
840,4,0,1,3500000,8900000,4,478,15100000,7900000
581,1,1,0,8800000,22200000,18,794,31500000,20300000
3347,2,1,0,9700000,37700000,6,601,35600000,3400000
2406,5,0,0,2900000,9800000,12,588,9700000,8200000
905,5,1,0,9700000,37000000,14,459,28400000,46600000
631,2,1,0,8900000,29200000,8,608,45200000,16000000
2488,2,0,1,2700000,6400000,18,547,10900000,6700000
1377,4,1,0,9200000,21700000,6,653,38000000,27300000
162,3,1,0,9700000,20600000,16,524,33500000,35300000
2313,1,0,1,8700000,31700000,12,525,36400000,18000000
1650,1,0,0,8700000,33200000,4,866,34200000,35500000
3596,2,1,1,2300000,9000000,6,583,10300000,4900000
3213,1,1,1,4300000,16300000,14,792,14200000,800000
1988,3,1,0,7000000,18400000,18,837,21100000,10700000
3389,1,1,0,4300000,16400000,20,397,15900000,12900000
925,5,0,0,3000000,8000000,6,333,10400000,3600000
3106,0,0,0,5600000,11600000,12,466,29300000,22400000
547,5,0,0,9800000,37600000,18,319,25000000,24300000
2441,5,1,0,6800000,20100000,14,839,23100000,2500000
3673,5,0,1,8700000,26400000,10,318,32400000,14700000
2304,1,0,0,8300000,24900000,10,642,27400000,26900000
2232,2,1,0,6100000,15300000,2,799,23100000,12600000
2963,5,1,1,9000000,19100000,14,540,23200000,12100000
2340,1,0,0,6000000,21200000,12,549,23100000,26100000
611,1,1,0,7200000,24900000,14,666,22400000,15200000
1336,4,0,0,5500000,21200000,20,359,25000000,9500000
3632,4,0,0,3300000,10800000,4,552,11900000,5100000
4088,4,0,1,2100000,8200000,20,432,6600000,6900000
4250,1,0,1,6000000,13400000,12,731,28200000,5600000
2177,1,1,1,800000,2200000,4,852,3200000,1100000
3093,5,1,0,1400000,5300000,12,778,5100000,2300000
742,5,0,1,2300000,6100000,6,339,10700000,7600000
637,3,1,0,6900000,27400000,4,406,29200000,16700000
1429,5,1,0,6600000,25800000,10,670,29100000,11800000
4163,3,0,0,8900000,24400000,10,774,38700000,17300000
3986,2,1,0,8400000,20700000,6,513,26700000,16900000
2176,3,0,1,6700000,13400000,14,782,35400000,8900000
1097,0,1,1,5100000,14500000,14,559,18300000,12100000
1860,3,0,0,5000000,17600000,8,303,19700000,15900000
48,3,1,0,5500000,20500000,12,634,26700000,9400000
2691,1,1,1,5300000,18500000,6,501,20900000,15300000
2392,5,0,1,2300000,6700000,16,612,10800000,10000000
921,3,1,1,2100000,6100000,8,346,7400000,6100000
3119,4,1,0,9800000,29400000,8,592,44900000,45800000
3975,2,0,1,6100000,22300000,8,694,30100000,27100000
756,1,1,1,4700000,18700000,20,445,15100000,2100000
2763,3,1,1,4600000,13600000,20,729,23100000,10200000
2638,0,0,1,2900000,9900000,8,312,14900000,6300000
3361,5,0,1,2600000,5500000,8,676,8500000,7500000
4194,5,1,1,2100000,4900000,12,651,7900000,4600000
2078,1,0,1,1000000,3700000,14,798,5200000,2200000
2242,1,0,1,6600000,20700000,4,594,35300000,5000000
2932,1,1,1,2800000,9100000,14,510,13400000,6600000
836,1,0,1,600000,2000000,10,326,3100000,1400000
3708,3,0,0,6100000,20700000,4,816,30100000,20300000
2714,0,1,1,8600000,32600000,8,778,44600000,35600000
2820,2,1,1,8400000,20800000,12,335,28600000,19000000
2174,5,0,1,6400000,23900000,6,406,29700000,27100000
3103,1,1,1,5200000,20700000,12,612,19700000,4800000
3074,5,1,0,5300000,14600000,16,855,18600000,5800000
1070,2,1,1,2800000,10100000,16,531,11300000,5800000
4104,0,1,0,7000000,23600000,14,663,28500000,22900000
1876,1,0,0,7400000,15500000,2,693,31100000,15800000
2225,5,1,1,7000000,26900000,4,889,29800000,5600000
2720,3,1,1,5400000,14700000,4,359,21200000,22200000
4021,1,1,1,7900000,19100000,2,593,33900000,33000000
3046,2,1,1,5000000,14600000,10,808,20400000,7900000
3365,3,1,1,7800000,24400000,20,490,21800000,11800000
2337,1,0,0,5700000,15500000,8,544,27900000,19200000
1992,0,1,1,7300000,22600000,12,851,30100000,6700000
1694,3,1,0,3400000,13500000,10,348,12900000,11600000
3438,5,1,1,6800000,19000000,8,865,31300000,16700000
3853,5,0,0,8300000,31800000,16,858,34800000,35700000
2522,0,1,1,8200000,28800000,4,619,29300000,10100000
4098,0,1,1,7300000,24000000,18,651,24100000,16700000
3237,4,0,1,6900000,20200000,18,438,32500000,15800000
3130,3,1,0,7100000,27900000,8,583,25900000,16500000
2555,2,0,0,1800000,5700000,14,502,5700000,2500000
1600,4,0,1,1700000,6500000,20,636,8500000,2600000
1611,0,0,0,1800000,5700000,18,306,7300000,1200000
1373,0,1,1,6800000,17300000,18,841,24700000,19100000
3494,4,1,1,8800000,22200000,10,512,41800000,10800000
2649,5,1,1,4800000,17000000,10,666,15300000,12200000
1590,0,0,1,2400000,7200000,20,514,8500000,6200000
867,3,1,0,5100000,14500000,12,306,14500000,9500000
926,3,1,1,5200000,16300000,8,335,20900000,16500000
2186,3,1,1,8100000,23300000,20,657,34300000,18600000
997,3,1,1,8500000,28300000,2,810,29200000,29500000
1337,0,1,1,6600000,23300000,12,338,28200000,3200000
3364,1,0,1,5200000,16300000,6,524,25300000,14400000
1099,1,0,0,6700000,18700000,8,583,24000000,13400000
1132,2,1,0,3500000,14000000,2,355,14700000,10300000
4167,0,0,0,9700000,31600000,18,607,39900000,32200000
1921,1,0,1,7800000,16200000,2,335,35100000,12800000
210,3,0,0,7800000,15900000,2,665,32600000,15300000
3137,2,1,1,6700000,20200000,6,701,22100000,21000000
2823,4,1,1,2700000,6800000,10,455,10100000,7300000
59,4,1,1,5500000,18200000,16,797,23400000,4800000
1211,0,1,1,9600000,22900000,8,515,41100000,19000000
2310,1,0,1,7100000,20800000,20,437,33500000,16900000
4125,0,0,0,9200000,28200000,12,455,40600000,25600000
4210,3,1,1,9200000,35000000,4,716,45000000,11300000
2155,1,0,1,4600000,13500000,20,837,14400000,13300000
765,0,1,0,7900000,31500000,14,849,37200000,29700000
2345,3,0,0,4100000,15300000,6,440,10200000,12600000
2741,2,0,0,5300000,19300000,16,368,15300000,15100000
1078,5,1,1,9800000,37900000,18,301,40500000,11600000
1501,1,0,1,8600000,19600000,16,498,26300000,17800000
1873,2,1,0,4500000,14500000,18,498,18300000,8100000
2281,2,1,0,3200000,8600000,18,638,12100000,5900000
3638,3,1,1,8500000,26100000,2,683,29800000,17000000
3753,0,1,1,8200000,19100000,2,764,24500000,31800000
582,0,0,1,8200000,19200000,16,492,27200000,25700000
3083,5,1,1,8400000,17600000,12,397,32400000,27900000
1765,4,1,1,3600000,9500000,2,841,15600000,9300000
1497,0,1,1,900000,2100000,6,521,2800000,1800000
940,5,0,1,7600000,20000000,10,522,24700000,22900000
1080,4,0,1,300000,500000,14,448,900000,800000
187,3,0,1,9000000,30400000,6,638,36100000,27800000
941,4,0,0,7200000,16900000,4,702,31600000,23000000
2578,3,0,1,3000000,7100000,6,415,12000000,7700000
3633,0,1,0,300000,500000,18,376,1100000,300000
2380,0,0,1,200000,300000,18,520,700000,400000
4174,4,1,0,4000000,15100000,8,800,16600000,15600000
1872,4,0,1,6900000,16300000,8,606,27300000,6700000
2948,1,0,1,5600000,11700000,6,707,22900000,5300000
2887,0,0,0,4700000,15200000,10,786,12800000,19100000
226,3,1,1,5900000,20600000,10,777,27600000,6500000
2019,0,1,1,3300000,9600000,8,465,11700000,6800000
535,4,1,1,4300000,15000000,8,383,13900000,4800000
1507,3,0,1,6500000,22400000,6,488,28500000,28500000
3589,2,0,1,7400000,27300000,18,561,36700000,13000000
1404,5,0,0,6100000,23500000,16,300,27600000,1000000
3101,1,1,1,1600000,4400000,4,364,6700000,3200000
697,0,0,1,6000000,23900000,4,394,26400000,12500000
3155,3,1,1,7700000,29300000,10,359,26100000,12900000
4217,5,1,1,400000,1400000,4,483,900000,1800000
3129,5,0,1,1000000,2600000,8,664,4400000,2100000
2130,5,1,1,7600000,23000000,10,829,24900000,10400000
4046,2,0,0,6500000,16200000,10,809,21800000,18700000
2229,1,1,1,2400000,8800000,18,414,9600000,5800000
1400,3,1,1,600000,2400000,12,884,2000000,1400000
3217,0,1,1,6900000,21300000,18,845,28000000,23000000
2297,4,1,1,9000000,31100000,8,896,36500000,11500000
1037,3,0,1,7800000,27700000,6,430,31400000,10000000
208,1,1,1,7700000,19100000,10,355,28500000,16200000
3829,1,0,0,1600000,3500000,18,619,7800000,3300000
565,3,0,1,3900000,14000000,18,829,14300000,9200000
313,4,0,1,5600000,14100000,14,696,23300000,18200000
601,0,0,1,5300000,10600000,2,828,23200000,14800000
233,3,1,1,8800000,34600000,8,386,24400000,31300000
3877,2,0,1,3100000,10700000,4,398,9400000,6100000
931,0,1,1,9000000,24300000,10,599,33300000,16300000
3595,4,1,0,7400000,17900000,6,384,27100000,25700000
3609,0,1,0,1100000,4100000,18,887,3900000,1700000
3939,5,0,0,4200000,12500000,18,723,19000000,1500000
111,3,0,1,7400000,18200000,14,302,22900000,8700000
2620,2,1,1,5000000,10700000,2,753,17200000,21600000
1089,3,0,0,5100000,11000000,6,336,19100000,5700000
4080,0,1,1,8300000,17500000,20,643,23900000,33700000
230,1,0,1,4000000,10900000,14,598,18000000,10200000
3184,2,1,0,6400000,23900000,18,745,23300000,18800000
1894,0,0,1,8100000,17600000,16,384,41900000,28500000
4066,4,0,0,3700000,12300000,6,364,18100000,10100000
472,3,1,1,8800000,28600000,10,775,41600000,10200000
4092,1,0,0,700000,1400000,6,759,3300000,1500000
2339,2,0,0,8200000,22500000,18,857,36800000,27700000
2509,5,1,0,9100000,27800000,16,547,41300000,28900000
3640,3,1,1,7800000,17700000,6,876,35900000,30800000
3968,4,1,0,7700000,24500000,20,582,35600000,16400000
2266,5,1,1,9200000,36300000,2,655,40900000,4200000
2097,5,1,0,900000,2800000,16,808,3900000,3000000
2208,1,0,1,300000,1000000,14,324,1200000,200000
1718,4,1,1,7600000,20000000,18,691,34600000,13700000
3634,0,0,0,1500000,4300000,12,801,4400000,6600000
361,0,0,0,4400000,14100000,2,349,15000000,4600000
135,3,0,0,1600000,5500000,12,425,6300000,1400000
1134,2,1,0,1600000,5200000,16,525,7200000,3200000
3102,0,0,1,8500000,25300000,20,557,31000000,18100000
1151,1,0,0,7200000,21000000,14,421,26400000,15100000
2830,0,0,0,8500000,21000000,6,665,38800000,13200000
2238,4,1,0,6000000,18700000,2,623,24800000,8300000
2750,1,1,1,8000000,28000000,20,830,36200000,35000000
1053,5,0,1,6000000,11900000,2,629,23400000,2500000
3706,0,1,0,2500000,5800000,20,671,9500000,7900000
22,4,0,1,6500000,25700000,18,311,28000000,14800000
2227,5,1,0,5200000,13700000,16,531,18600000,13300000
1743,4,0,1,2600000,5900000,6,471,10700000,5400000
2453,2,1,1,1500000,4500000,14,826,6200000,4900000
695,5,1,1,1100000,2700000,4,889,2700000,2900000
2268,2,0,1,8800000,30800000,20,820,38600000,5500000
420,3,0,0,1700000,5400000,6,710,7500000,5500000
2501,4,0,1,7200000,26000000,6,571,26800000,4700000
460,1,0,1,5400000,21400000,8,350,26500000,3600000
1067,2,0,1,4200000,16800000,2,433,17800000,3300000
87,1,1,1,8700000,28300000,8,402,38100000,34000000
3001,2,0,0,5100000,11000000,14,322,16600000,10800000
2247,5,1,0,1000000,2300000,16,423,4300000,2400000
282,0,0,1,2800000,7800000,10,405,10500000,10300000
1670,4,1,1,1600000,4400000,20,382,7100000,2000000
1643,2,1,1,1900000,6800000,6,892,7300000,4800000
4019,0,0,1,5500000,18200000,4,332,22000000,12100000
540,3,1,1,1000000,3200000,14,790,4700000,2000000
1626,4,1,0,2900000,8700000,6,409,10400000,9200000
3089,3,1,0,9500000,22200000,8,571,34900000,13000000
859,0,1,1,600000,1800000,12,511,2600000,500000
533,2,0,1,1700000,4300000,6,765,4300000,6500000
1368,3,1,0,6800000,17900000,6,783,29100000,29800000
3625,5,0,1,7400000,17100000,2,441,31400000,16300000
2542,1,0,1,4000000,12100000,12,356,20600000,13000000
1775,2,0,0,8000000,31900000,16,806,28600000,21700000
3476,2,1,1,9800000,38200000,10,743,29600000,20200000
3536,1,1,0,6600000,19700000,12,758,28300000,20400000
3125,0,0,1,3300000,9700000,14,356,11300000,14600000
2181,3,1,0,7200000,20800000,16,560,24700000,12800000
4236,3,0,1,1900000,5300000,12,436,7600000,5800000
3041,3,1,0,8900000,35200000,10,894,37500000,22700000
3644,0,1,0,5700000,13000000,6,328,28900000,15300000
3957,0,1,0,4300000,11000000,4,374,14000000,14400000
2610,1,0,1,5800000,13000000,12,862,15900000,19700000
4215,1,0,0,8300000,30000000,18,350,33200000,23600000
1420,1,0,1,9000000,18800000,8,797,30400000,13500000
3186,0,1,0,5900000,23300000,16,581,20700000,10300000
1553,1,0,0,3700000,13600000,16,608,16200000,2600000
942,4,1,1,1400000,4300000,16,447,6300000,4800000
2510,0,1,1,4600000,15100000,2,417,18400000,9500000
779,1,0,0,5400000,17900000,14,727,17000000,13100000
1746,2,1,0,5400000,13800000,20,574,14600000,10100000
2992,2,0,0,500000,1700000,10,324,2500000,600000
3423,1,1,0,1100000,3700000,2,508,3500000,200000
2531,4,0,0,5700000,21900000,2,871,20500000,4900000
121,2,0,0,800000,3200000,8,317,2900000,1300000
887,1,0,0,1900000,4200000,12,821,7700000,6700000
3164,4,1,0,2400000,8000000,18,393,10600000,100000
685,2,1,0,6800000,14800000,14,803,26200000,14600000
1844,2,0,1,8000000,28400000,10,607,40600000,15200000
1620,5,0,0,9500000,19200000,2,523,27700000,15000000
2010,2,1,1,3800000,10000000,12,516,19300000,6600000
413,1,0,0,4100000,8400000,20,608,14400000,9400000
789,2,0,0,3100000,8700000,18,544,13700000,6400000
2439,2,0,0,4600000,15000000,4,817,19600000,9600000
1793,2,0,1,7600000,18100000,14,320,36600000,17300000
1846,0,1,0,8500000,17200000,12,624,23700000,14900000
3414,5,1,1,6500000,18900000,12,427,26000000,7000000
1741,1,1,0,2300000,8200000,8,784,8700000,2000000
1425,3,1,1,2500000,9800000,16,424,7100000,7900000
3600,2,0,0,5400000,14500000,8,349,27700000,15600000
272,3,0,0,8800000,20400000,8,483,40000000,14600000
782,3,1,0,5800000,20100000,18,791,21900000,12200000
521,3,1,0,8300000,24100000,14,823,31700000,6600000
522,1,1,1,8700000,20500000,6,523,28500000,25800000
2307,5,1,1,6700000,17600000,14,843,25100000,12900000
2465,5,1,0,3700000,9100000,18,368,11700000,5800000
1621,0,1,1,7200000,15600000,2,362,26700000,5100000
3315,4,0,1,600000,2300000,6,495,2300000,2300000
350,3,1,1,6700000,15800000,4,445,23200000,18100000
2769,0,0,1,7400000,16300000,16,630,33700000,24400000
3070,3,0,1,9700000,19700000,4,663,41400000,18900000
4214,5,1,0,7800000,27000000,6,728,25900000,17500000
1936,4,1,0,1000000,3800000,2,611,3100000,3500000
1511,3,0,1,3400000,7200000,12,733,10300000,7500000
651,1,0,1,1600000,4100000,6,391,6400000,5700000
3940,4,0,0,9300000,26100000,16,623,31800000,22200000
3845,4,0,1,3400000,11800000,20,616,12800000,8300000
4116,5,0,1,3900000,12700000,8,886,20300000,9300000
1813,4,1,1,5200000,11400000,10,406,17400000,16700000
118,0,1,0,7200000,15800000,12,379,25100000,24900000
2426,2,1,0,8400000,23200000,16,476,27300000,20600000
3580,3,0,1,3100000,11200000,14,772,10400000,9200000
168,4,1,1,9100000,35200000,6,341,31300000,1300000
1613,5,0,0,6700000,17200000,18,613,31700000,16500000
835,3,1,1,3500000,12000000,2,786,12400000,7000000
1405,3,0,1,8400000,19600000,2,741,27000000,21700000
2073,0,1,0,8400000,19600000,18,530,36500000,20600000
962,4,1,0,5500000,12300000,6,742,24100000,15600000
945,5,1,1,7600000,18700000,14,509,25900000,17000000
462,0,0,0,4400000,14700000,16,638,17100000,6700000
2148,1,1,1,9500000,30500000,12,430,41300000,13400000
328,0,0,0,1100000,3200000,20,716,5100000,3200000
4231,5,0,0,3300000,9100000,18,697,13900000,10600000
2519,1,1,1,1100000,2700000,16,346,3000000,2200000
3053,2,1,1,1900000,6700000,16,893,7900000,9200000
1360,4,1,1,8700000,30000000,4,370,46700000,33200000
2090,4,0,1,300000,1100000,4,457,1500000,800000
367,1,1,1,9400000,29800000,10,377,42600000,42600000
3870,5,1,0,8100000,26300000,4,429,29100000,12100000
2274,0,1,1,4300000,15600000,18,440,14700000,7500000
2379,5,0,0,7300000,26200000,10,751,37100000,13600000
3357,2,1,1,3900000,7700000,10,421,16200000,17200000
2059,2,0,0,8200000,27200000,10,425,33800000,16300000
2437,3,0,1,1100000,3800000,20,814,4300000,2900000
1375,1,0,1,1400000,4200000,4,881,6400000,4000000
3828,0,1,1,2600000,7600000,18,470,8400000,1400000
772,1,1,0,9500000,20000000,16,856,41900000,24900000
1284,2,0,0,700000,2600000,20,489,3300000,300000
3133,4,0,0,700000,2300000,16,688,2300000,1800000
1514,3,0,0,4700000,17400000,10,393,24000000,17700000
3994,2,1,1,7000000,22500000,12,632,25300000,17100000
3740,2,1,1,2500000,7200000,16,315,7700000,8800000
498,3,0,0,6700000,15500000,18,492,35700000,4100000
1414,4,1,0,1900000,3800000,20,785,7600000,1600000
1234,2,1,0,6900000,18700000,10,699,26400000,18500000
1966,4,0,1,2900000,8300000,10,318,13000000,12800000
435,0,1,0,8400000,20800000,20,590,42900000,14000000
1251,5,1,0,2600000,9100000,4,309,9300000,7800000
365,3,0,0,9400000,21900000,16,685,39500000,13700000
2462,0,1,1,8200000,31500000,8,403,25100000,20300000
276,4,1,0,1700000,4000000,6,829,6900000,1600000
2943,2,0,0,9400000,25100000,20,832,28200000,21500000
3262,2,1,1,8200000,28700000,14,316,22000000,39400000
2494,2,0,1,9100000,20900000,20,632,43200000,4600000
2962,1,0,0,900000,2600000,4,346,3800000,1100000
1506,1,1,1,400000,1300000,18,801,2100000,100000
407,4,1,0,900000,3300000,10,649,3000000,400000
2748,5,1,1,600000,1200000,8,343,2200000,800000
1644,2,1,1,2900000,10200000,10,315,8100000,8500000
2096,0,1,0,8100000,26500000,20,342,29500000,11400000
1839,2,1,0,5300000,13100000,14,417,25000000,11100000
1691,1,1,1,8900000,32000000,16,711,27300000,5500000
4240,1,0,1,400000,700000,10,787,2100000,1200000
3008,2,1,0,7100000,27000000,10,430,28700000,29000000
844,2,0,1,6500000,20900000,14,327,27500000,8300000
3799,4,0,0,7900000,31500000,20,534,28000000,20900000
1800,2,0,0,9300000,21200000,2,509,42400000,5400000
86,5,1,1,1100000,3800000,18,387,5400000,2500000
2596,0,1,0,4100000,8800000,18,300,12100000,17300000
2282,0,0,1,7500000,16600000,14,440,34400000,31700000
2359,3,1,0,9200000,35500000,2,715,31500000,22900000
3765,1,0,0,4600000,16700000,16,407,12600000,19000000
3028,1,1,1,2100000,4200000,18,554,7900000,4200000
2989,5,1,1,6500000,13800000,10,636,27500000,18500000
855,4,0,0,7000000,18900000,6,475,19900000,7400000
3134,3,1,0,1800000,5700000,2,422,6000000,4800000
78,2,1,0,8500000,29400000,12,576,34200000,23200000
944,2,0,0,7900000,18500000,18,727,26700000,32600000
199,3,0,1,4700000,16400000,10,318,20500000,19500000
3279,5,1,0,9800000,26600000,12,664,36600000,8100000
2024,2,1,0,5400000,11900000,6,303,22300000,24200000
801,2,0,0,4100000,12800000,16,344,19900000,17300000
2680,1,0,0,3400000,8600000,6,640,12200000,8700000
3275,0,0,0,9100000,21100000,20,578,39300000,12100000
2432,2,0,1,4500000,12600000,2,568,20700000,10800000
2974,5,0,0,7500000,15800000,18,458,30800000,14300000
231,2,0,0,9800000,32400000,2,543,33400000,41700000
1756,0,0,0,8800000,32900000,18,576,38200000,10000000
1033,3,0,0,600000,1200000,2,752,3000000,1600000
3058,3,0,1,7800000,25600000,6,523,30000000,20700000
2477,4,0,1,7300000,17200000,18,831,28200000,22800000
1583,2,1,0,3700000,10900000,12,788,14800000,2400000
2506,4,1,1,5900000,15000000,14,626,25800000,21000000
1837,5,1,1,4400000,12500000,6,740,15300000,10500000
4033,1,0,0,4100000,9100000,20,550,15600000,15100000
2037,2,0,0,6900000,18200000,20,396,28300000,19900000
392,3,1,0,2900000,6300000,8,648,9000000,6800000
1143,1,0,1,200000,400000,8,569,1000000,400000
3971,4,0,1,8000000,31200000,6,482,27900000,31300000
191,0,1,0,3000000,6500000,2,612,8400000,12200000
104,5,1,1,6200000,23600000,10,331,32500000,28800000
3287,1,1,1,8700000,33800000,18,558,37400000,29800000
3670,2,1,1,600000,1700000,2,495,1700000,1900000
1729,3,0,1,5800000,16700000,18,633,18400000,16500000
3963,1,1,1,6000000,20300000,14,845,32400000,12800000
553,2,1,1,200000,700000,16,641,700000,800000
3601,3,0,0,7700000,25300000,18,662,29000000,14800000
1869,5,0,1,3900000,9000000,8,340,14200000,11700000
2481,3,1,1,2100000,7400000,4,320,8500000,6000000
4249,4,0,0,1100000,4000000,14,887,5800000,3900000
1909,4,1,0,2400000,7300000,4,540,10000000,2800000
3392,2,1,0,400000,1500000,4,743,1500000,1200000
1587,5,0,1,5300000,17800000,16,505,18700000,17700000
2683,4,0,1,7800000,25600000,4,665,35500000,3300000
1731,2,0,0,6400000,16900000,16,472,20800000,17100000
3789,2,0,0,9000000,35700000,12,339,28500000,23600000
2715,4,0,1,9100000,28400000,12,808,29000000,37600000
4192,1,1,1,3200000,8100000,10,670,11100000,12900000
3750,2,0,0,2000000,6200000,16,696,6700000,4700000
702,4,0,1,6300000,23900000,6,899,27300000,11300000
2413,0,0,1,6900000,26800000,20,515,25000000,13300000
3718,1,0,1,9500000,35400000,14,439,33700000,1600000
3752,3,0,1,6400000,15800000,18,628,30100000,9600000
994,2,0,0,3200000,12600000,18,796,11600000,9700000
464,3,1,1,6100000,20900000,18,470,25500000,9000000
1878,1,0,0,2600000,9900000,6,594,9200000,7200000
1840,5,0,0,4600000,14400000,6,785,20900000,12800000
3573,2,1,0,4400000,10600000,20,488,17800000,13200000
2407,2,0,1,900000,3500000,6,763,2600000,2600000
3726,2,1,0,8400000,28300000,10,822,37400000,17800000
1236,0,0,0,300000,500000,18,702,1300000,700000
2688,5,1,1,2100000,6500000,10,796,10000000,5200000
2384,3,0,1,9100000,30100000,14,564,30900000,33900000
212,2,1,0,8500000,32700000,18,471,46400000,22000000
1036,3,0,1,7800000,26300000,20,840,29400000,12500000
4195,1,0,0,7100000,26000000,16,727,27800000,13800000
900,0,0,1,5400000,21400000,8,721,24100000,14600000
1446,1,0,0,300000,1200000,18,747,900000,100000
2004,2,1,0,9900000,31600000,16,892,44100000,21700000
2922,0,1,1,9600000,23800000,12,389,35300000,41000000
660,3,1,0,1600000,5600000,6,710,7600000,3900000
1614,3,0,0,4300000,16300000,10,366,17800000,13600000
741,1,1,0,6900000,14400000,10,828,35700000,17600000
3919,2,1,0,4900000,13500000,8,328,21700000,18600000
3441,5,1,1,7400000,24000000,16,854,29300000,11000000
1754,2,1,1,2100000,4500000,2,787,8100000,7600000
4180,3,1,1,9700000,30800000,18,471,47700000,16500000
2973,0,0,0,4800000,18600000,6,618,20800000,18200000
1206,2,1,1,5100000,13700000,6,559,17800000,17600000
509,1,0,1,9900000,39500000,12,808,43700000,15500000
3173,2,0,1,4600000,12600000,2,355,21300000,13200000
597,5,0,1,700000,1300000,16,362,3000000,3400000
2604,1,1,0,5900000,13000000,6,779,19700000,22400000
2159,0,1,1,7000000,24600000,6,542,29200000,9000000
1897,5,0,0,1600000,4000000,18,529,7300000,1500000
981,0,1,1,2600000,5400000,2,377,8800000,5000000
1849,2,1,1,8500000,30900000,14,511,27400000,27700000
3926,3,0,0,4900000,12800000,14,653,20200000,8300000
518,4,0,1,2900000,10500000,8,607,11400000,9900000
1867,4,1,1,6200000,18300000,4,900,21700000,20300000
767,3,1,1,8900000,20900000,6,859,40400000,26100000
4159,4,0,0,5900000,14400000,6,745,19500000,20400000
1726,2,1,1,1600000,4300000,20,512,7200000,5700000
1651,3,1,0,6300000,23800000,10,760,27200000,14000000
3934,1,1,0,5100000,14200000,6,451,17000000,13700000
2940,1,0,1,9600000,34100000,20,828,33200000,45100000
2355,3,1,1,4100000,10900000,8,548,17500000,14000000
3063,0,0,1,3500000,13900000,16,301,11400000,10400000
421,4,1,1,4000000,14500000,6,711,15000000,8100000
123,0,1,1,9000000,18700000,18,865,32200000,26800000
3061,2,1,1,3300000,9600000,18,896,17000000,10800000
4150,3,0,0,2300000,5600000,18,420,8800000,1900000
1244,2,0,1,8800000,34400000,2,712,35200000,23000000
819,5,0,1,2300000,5600000,8,642,11100000,4500000
1403,3,0,1,9100000,18800000,20,308,25300000,24700000
1382,3,1,0,1200000,2400000,12,480,4800000,3100000
100,4,1,0,400000,900000,12,478,1300000,800000
4040,1,0,1,7800000,23300000,6,620,29800000,5600000
1575,3,1,1,7300000,20000000,18,720,32800000,25400000
1638,0,0,1,3900000,12800000,18,587,17600000,9800000
1795,3,0,1,4600000,10900000,12,856,12700000,18600000
1283,3,1,0,3200000,9200000,14,443,11700000,4400000
4110,1,0,0,3200000,8900000,12,866,12300000,5800000
3381,4,1,0,3400000,10500000,16,543,15600000,7600000
3897,1,1,0,3900000,12300000,10,683,14100000,1700000
1103,3,0,0,2700000,7800000,14,870,7800000,10700000
2057,1,0,1,6800000,27200000,2,702,33400000,7000000
3269,3,0,1,9500000,25700000,18,446,39400000,30500000
1517,5,0,0,5900000,13400000,6,455,28500000,14400000
3557,4,1,0,7100000,28200000,14,496,32300000,17200000
2112,5,0,1,9200000,28800000,20,618,44500000,25100000
1352,2,0,0,2400000,7700000,6,719,8300000,7700000
1960,2,0,1,4900000,12600000,2,767,16800000,8500000
3692,1,1,1,8100000,27600000,16,438,40200000,11500000
3427,0,1,1,3500000,12600000,10,448,14000000,3700000
982,3,1,0,6900000,15600000,20,310,25200000,8100000
456,4,0,1,5400000,21500000,14,555,21800000,5800000
2585,3,1,1,1100000,3100000,16,356,4600000,1400000
3297,3,1,1,6000000,21300000,4,802,24900000,13600000
3285,0,1,1,9400000,35500000,16,592,36300000,21100000
3424,0,0,1,2400000,6900000,4,581,9400000,9600000
3656,1,1,0,4400000,12100000,4,884,21000000,16300000
